,INTERCOLUMNAR_DISTANCE,UPPER_MARGIN,LOWER_MARGIN,EXPLOITATION,MODULAR_RATIO,INTERLINEAR_SPACING,WEIGHT,PEAK_NUMBER,CLASS
5664,-0.202992,0.203385,0.33165,-1.115215,-0.432558,0.408929,0.720835,0.656532,D
5665,0.364825,-0.047852,-0.038216,0.327813,-0.266459,0.673182,0.493325,0.126447,A
5666,-0.030178,-0.189174,0.242739,-0.408799,-1.096956,-0.195078,-0.651116,0.40708,F
5669,-0.079554,0.250492,0.388552,-0.002584,-1.429155,0.069175,0.507615,0.62535,E
5672,0.117948,0.069915,0.338762,-1.296004,-1.22153,0.069175,-0.997914,0.40708,H
5673,-0.141273,-0.024299,0.562816,-1.881367,-0.598658,0.408929,-0.260594,-0.43482,C
5674,-0.314087,0.540986,-0.041773,0.882562,0.14879,0.295677,0.989661,0.18881,F
5675,-0.252367,-0.110662,0.452567,0.888321,-0.307984,-0.044076,1.069847,0.18881,D
5676,-0.042522,-0.29909,0.182281,1.151314,1.975883,0.069175,-0.181612,0.219991,A
5677,0.179667,-0.330495,0.530808,-0.314183,-0.349509,0.144676,0.15806,-0.154186,A
5678,0.105604,0.289748,0.171611,-0.220044,-0.349509,-0.006326,0.156818,0.282354,A
5679,0.438888,0.195534,0.14316,-0.809435,-0.01731,0.069175,-1.016359,0.219991,F
5680,0.290762,0.109171,-0.112901,0.221262,0.564038,0.446679,-0.437217,0.095265,A
5684,-0.079554,-0.291239,0.388552,0.855618,-0.806282,0.031425,0.833192,-0.216549,F
5685,-0.042522,-0.322644,0.310311,0.287293,-0.806282,-0.006326,-0.220463,-0.621908,F
5687,0.105604,-0.189174,0.164499,-0.683757,0.107265,0.937434,0.401976,0.18881,A
5691,0.031541,0.666605,-0.095119,0.010217,-0.01731,0.295677,1.096523,0.843621,G
5693,-0.104241,-0.055704,0.299642,0.391249,-0.141884,-0.195078,0.678315,0.531806,A
5694,0.364825,-0.047852,-0.038216,0.327813,-0.10036,0.257927,0.619836,0.18881,A
5695,-0.153617,-0.03215,0.271191,0.057241,0.024215,0.257927,-0.00268,0.032902,A
5697,0.364825,0.289748,0.235627,-0.32379,-0.972381,-0.34608,0.192522,-0.123005,A
5698,-0.437525,0.423218,0.388552,0.620852,-0.889332,0.069175,1.331003,0.718895,E
5700,0.192011,-0.369751,0.278304,-0.659618,0.397939,0.295677,-1.085613,-0.216549,F
5702,0.080916,-0.142067,0.171611,-0.470713,-0.058835,0.106925,0.242847,0.001721,F
5704,0.031541,0.171981,0.253409,-0.862994,-1.180006,0.484429,-0.753649,0.157628,H
5706,-0.264711,0.156278,0.402778,1.483948,0.979286,0.673182,-0.017106,0.812439,X
5709,0.105604,-0.251983,0.466793,0.287084,0.397939,0.295677,0.20124,0.40708,A
5710,-0.091897,0.344707,0.182281,0.722749,0.06574,0.295677,0.632631,0.999528,H
5712,0.068573,-0.204876,0.424116,1.412158,0.813187,0.069175,1.084389,0.157628,A
5713,-0.449869,-0.291239,0.434785,-0.068824,0.564038,0.408929,-0.693247,0.251173,E
5714,0.25373,0.336855,0.086258,-0.979571,0.730137,0.52218,-0.867481,0.219991,G
5715,0.303106,-0.354049,0.306755,-0.918463,0.06574,-0.119577,-1.63503,-0.559546,F
5716,0.179667,-0.212727,0.132491,-1.306507,0.356414,0.031425,0.459193,0.469443,A
5718,-0.190648,-0.024299,0.367214,2.258633,0.522513,0.55993,-0.10566,0.219991,X
5719,-0.462213,0.352558,0.150273,0.56049,-0.515608,0.031425,0.970013,1.342524,E
5720,0.130292,-0.126364,0.377883,0.755362,0.480988,0.52218,0.342176,-0.185368,A
5721,0.080916,0.203385,0.249852,-0.423061,-0.10036,0.52218,-0.656241,0.001721,H
5722,-0.091897,0.2976,0.079145,0.196496,-0.01731,0.484429,0.663229,0.282354,F
5725,0.241386,0.23479,0.121822,1.037988,0.647088,0.446679,-0.71542,-0.87136,A
5727,0.130292,-0.071406,0.214288,0.915742,0.439463,0.597681,0.489675,0.032902,A
5728,-0.449869,-0.291239,0.434785,-0.068824,0.107265,0.597681,-0.390697,0.500624,E
5730,-0.00549,0.611647,0.022242,1.012179,0.480988,0.899684,0.927823,0.251173,A
5732,-0.079554,-0.291239,0.388552,0.855618,-0.640182,0.106925,0.843113,-0.216549,F
5735,0.364825,0.195534,0.175168,-0.027618,-0.598658,0.069175,-0.537167,-0.060642,A
5736,0.179667,-0.212727,0.132491,-1.306507,0.190314,0.899684,0.405277,0.375899,A
5737,0.377169,0.179832,0.064919,-1.533962,-0.515608,0.371178,0.229684,-0.216549,A
5738,-0.030178,0.438921,-0.045329,0.766462,0.024215,-0.044076,0.718369,0.375899,A
5740,0.068573,0.007106,0.288973,0.592954,-0.141884,0.55993,0.424381,0.687713,H
5741,0.019197,0.619498,0.032912,-0.18385,-0.141884,0.710932,-0.613547,0.18881,G
5743,0.142636,-0.000745,0.153829,0.955845,0.314889,0.295677,1.357369,0.375899,F
5745,0.105604,0.556689,-0.031104,0.619301,-0.764757,0.182426,0.173961,-0.621908,A
5746,0.204355,-0.134216,0.043581,-0.654873,-0.224934,0.484429,-0.807022,0.157628,E
5748,-0.06721,-0.149918,0.32098,0.118589,-0.183409,0.031425,0.247351,0.562987,A
5749,0.09326,-0.102811,0.01513,-1.203774,-0.515608,0.182426,-1.740359,-1.027268,A
5750,0.080916,0.062064,0.203619,0.577021,0.024215,0.144676,1.125064,0.781258,H
5751,0.043885,-0.157769,0.328093,0.552225,0.397939,0.52218,-0.444866,-0.621908,A
5752,0.179667,-0.047852,0.274747,-0.605223,-0.723232,-0.270579,-0.96285,-0.43482,F
5754,-0.190648,-0.691649,0.28186,-0.194472,-0.847807,0.333428,1.058294,0.999528,E
5755,0.167323,0.171981,0.047137,0.268047,0.439463,0.710932,0.18099,-0.029461,F
5758,0.019197,-0.087108,0.292529,0.240776,0.480988,0.371178,-0.076555,0.064084,A
5759,-0.301743,-0.511072,0.463236,0.710665,0.979286,0.597681,0.555843,0.812439,E
5761,0.229043,-0.22843,0.324537,-0.869141,-1.180006,-0.195078,-0.256692,-0.154186,F
5763,0.031541,-0.09496,-0.031104,0.803253,-0.01731,0.069175,0.822669,0.126447,A
5766,0.167323,0.588093,-0.002652,-0.309259,1.103861,0.52218,0.447893,-0.528364,F
5770,0.364825,0.289748,0.235627,-0.32379,0.190314,-0.006326,-0.178021,-0.123005,A
5771,0.019197,0.077766,0.349432,-0.356523,-0.141884,-0.270579,-1.109902,-0.777816,H
5772,-0.042522,0.2976,0.079145,1.500568,0.231839,0.295677,1.344089,0.157628,F
5773,0.056229,0.007106,0.406334,0.455401,1.103861,0.597681,0.302511,0.469443,A
5777,-0.16596,-0.134216,0.256965,0.387041,-0.141884,0.069175,-0.376252,-0.185368,F
5779,0.105604,0.203385,-0.023991,0.995678,-0.723232,0.031425,0.843831,0.032902,A
5780,0.15498,-0.322644,0.175168,0.126526,0.522513,0.52218,-0.184719,-0.372457,A
5782,0.290762,0.109171,-0.112901,0.221262,-0.266459,0.257927,0.772519,-0.310094,A
5783,0.031541,0.203385,0.086258,0.045008,-0.972381,0.144676,-0.016795,0.531806,F
5784,0.080916,-0.071406,0.160942,1.225521,-0.723232,0.106925,1.943423,1.061891,A
5785,0.068573,0.2976,0.022242,-0.22252,-0.681707,0.52218,-0.044521,0.40708,G
5786,-0.017834,-0.440412,0.267634,1.39515,0.896237,-0.006326,1.132811,0.219991,A
5787,-0.437525,0.423218,0.388552,0.620852,-0.224934,0.371178,1.704905,1.124254,E
5792,0.031541,0.171981,0.253409,-0.862994,-1.263055,0.182426,-0.466728,0.219991,H
5793,-0.030178,0.438921,-0.045329,0.766462,0.937762,-0.006326,-0.726622,0.18881,A
5794,0.056229,0.187683,-0.031104,-0.958476,-0.806282,0.295677,-1.371058,-0.684271,F
5796,-0.22768,0.289748,0.132491,-0.234783,-0.432558,0.635431,0.17037,0.937165,E
5798,-0.00549,-0.259834,0.367214,-0.156667,0.522513,0.408929,-0.339926,-0.247731,F
5804,0.068573,-0.652394,0.395665,1.220985,0.439463,0.220177,1.062391,0.251173,A
5805,0.25373,0.336855,0.086258,-0.979571,-1.346105,0.295677,-0.22918,0.500624,G
5806,0.167323,0.588093,-0.002652,-0.309259,0.190314,0.031425,0.522546,-0.497183,F
5807,-0.202992,0.203385,0.33165,-1.115215,-1.096956,0.371178,-0.041647,-0.216549,D
5810,0.179667,0.321153,0.242739,0.045844,0.314889,-0.044076,-0.659814,-0.341275,A
5811,0.142636,-0.369751,0.413447,0.301347,-0.224934,-0.157328,0.264825,-0.590727,F
5814,0.142636,-0.000745,0.153829,0.955845,0.024215,-0.119577,0.312063,-0.247731,F
5815,0.229043,0.124874,0.182281,0.686496,0.231839,0.786433,0.675228,-0.341275,A
5816,0.241386,0.23479,0.310311,-1.710992,-1.38763,0.55993,0.401413,0.469443,H
5817,0.192011,0.242641,0.164499,0.576722,0.024215,0.710932,0.245041,-0.216549,A
5819,0.130292,-0.314793,0.417003,1.051058,1.311485,0.333428,-0.093311,-0.154186,A
5822,0.229043,0.124874,0.182281,0.686496,-0.266459,0.371178,-0.180525,-0.808997,A
5823,0.167323,0.313302,0.168055,-0.383198,1.477585,0.748682,-1.017329,-0.621908,A
5824,0.229043,-0.181323,0.23207,-0.893459,-0.557133,0.144676,-0.328238,0.157628,F
5828,0.167323,0.171981,0.047137,0.268047,-0.640182,0.55993,0.675753,0.064084,F
5830,0.438888,0.195534,0.14316,-0.809435,-0.349509,0.031425,-1.13689,-0.123005,F
5834,-0.22768,0.046362,0.214288,0.746888,-0.266459,-0.044076,1.464911,0.40708,E
5836,0.179667,0.258344,0.189393,-0.133304,-0.806282,0.182426,0.273465,-0.216549,A
5837,0.031541,-0.346197,-0.009765,1.029902,0.813187,0.295677,-0.154761,-0.247731,A
5841,-0.560964,0.329004,0.296086,0.755571,0.605563,0.371178,0.32379,0.562987,E
5842,0.266074,0.580242,0.114709,-0.165469,-0.557133,0.484429,-0.456593,-0.247731,A
5843,-0.128929,-0.322644,0.288973,0.764881,-0.224934,0.333428,0.249662,-0.091823,F
5844,0.006853,0.077766,0.342319,-0.12859,-0.141884,0.446679,-0.484318,-0.247731,F
5845,0.080916,0.014957,0.064919,0.346104,0.439463,0.408929,0.299579,0.064084,A
5847,-0.030178,0.014957,0.264078,0.374062,-0.183409,0.333428,0.625408,0.905984,A
5849,-0.054866,-0.024299,0.079145,0.136282,0.522513,0.786433,-0.395648,-0.341275,F
5851,0.056229,-0.730905,0.441898,0.183695,1.685209,0.52218,-0.591821,-0.154186,A
5854,0.241386,0.23479,0.121822,1.037988,1.851308,0.295677,-1.291514,-0.933723,A
5857,0.15498,-0.3619,0.40989,-0.171945,-0.764757,-0.081827,-0.808885,-0.715453,F
5858,0.15498,-0.189174,0.246296,-1.223587,1.726734,0.371178,-0.093602,-0.65309,A
5860,0.278418,-0.3619,0.502357,-1.588745,-0.723232,0.635431,-0.702004,-0.029461,F
5861,0.080916,-0.244132,0.214288,-0.37914,0.356414,0.597681,-0.116047,-0.341275,F
5862,0.056229,0.187683,-0.031104,-0.958476,0.190314,0.220177,0.050693,0.001721,F
5863,0.068573,-0.016448,0.274747,-0.03633,0.356414,0.106925,-0.183534,0.18881,H
5865,0.031541,-0.346197,-0.009765,1.029902,1.228436,0.182426,0.161244,0.064084,A
5867,0.105604,-0.377602,0.260522,0.107578,-0.10036,0.106925,0.812126,0.438262,F
5870,0.15498,0.595945,0.036468,-0.126143,1.43606,-0.308329,-0.367748,-0.123005,A
5871,0.006853,-0.668096,0.477462,1.62168,1.519109,0.52218,-0.216482,-1.183175,A
5875,-0.252367,0.069915,0.246296,0.52355,-0.307984,-0.081827,0.464396,0.531806,E
5878,0.266074,0.109171,0.207175,-0.849179,-0.432558,0.182426,1.244235,-0.341275,F
5880,-0.264711,-0.275537,0.107596,0.827362,0.356414,0.597681,0.258884,0.251173,A
5881,-0.042522,-0.3619,0.470349,-0.310721,-0.058835,0.144676,-1.520247,-0.902542,F
5882,-0.252367,-0.149918,0.313868,-0.243616,0.14879,-0.044076,0.707497,0.469443,A
5883,0.043885,0.572391,0.00446,-0.3331,-1.013906,0.295677,0.370076,0.968347,G
5884,0.080916,-0.118513,0.445454,-0.188027,0.107265,0.182426,1.080078,0.344717,A
5885,0.15498,-0.275537,0.417003,0.813815,-0.183409,0.408929,0.714894,0.469443,A
5886,-0.264711,-0.448263,0.431229,-1.121421,0.190314,0.484429,-0.293057,-0.341275,F
5887,-0.00549,0.478177,0.029355,-0.247644,0.522513,0.295677,-0.443255,-0.310094,A
5890,0.15498,-0.322644,0.175168,0.126526,0.605563,0.371178,0.5101,0.18881,A
5896,-0.042522,-0.322644,0.310311,0.287293,0.273364,0.371178,-0.079526,-0.185368,F
5898,0.080916,0.588093,0.01513,0.00225,-0.307984,0.144676,0.236906,-0.091823,F
5902,0.290762,0.077766,0.118265,0.275805,-0.640182,0.106925,0.047412,-0.310094,F
5906,-0.338774,-0.291239,0.520139,1.054429,0.190314,0.333428,1.713545,1.03071,E
5909,-0.00549,0.611647,0.022242,1.012179,1.311485,0.55993,-0.978537,-0.840179,A
5911,0.105604,0.721563,0.086258,0.505409,0.231839,0.220177,0.105813,0.219991,F
5913,0.15498,0.054213,0.164499,-0.048325,0.564038,0.257927,0.165322,0.251173,A
5914,0.080916,0.203385,0.249852,-0.423061,-0.972381,-0.081827,-0.237354,0.999528,H
5915,0.266074,0.556689,-0.020434,0.176624,-0.930856,0.484429,-0.599646,-1.151994,G
5918,0.117948,0.171981,0.217845,1.738109,-0.10036,0.182426,0.795429,-0.341275,A
5920,-0.091897,-0.189174,0.345875,0.235912,0.231839,0.333428,0.189823,0.718895,A
5921,-0.00549,-0.204876,0.32098,-0.694588,-0.10036,0.484429,0.190756,0.251173,F
5922,0.056229,-0.016448,0.345875,-0.053786,-0.141884,0.748682,0.496975,0.874802,A
5923,0.352481,0.211237,0.306755,-0.946242,0.314889,0.55993,-0.855133,0.032902,A
5925,0.192011,-0.03215,0.452567,-0.877078,-0.01731,0.333428,0.815854,0.469443,A
5928,0.130292,-0.126364,0.271191,0.816262,0.14879,0.257927,1.180669,0.18881,A
5929,0.105604,0.289748,0.171611,-0.220044,-0.474083,0.144676,0.555027,0.095265,A
5930,-0.017834,-0.330495,0.488131,-0.183313,-1.138481,0.220177,-0.460612,-0.403638,F
5933,-0.00549,-0.204876,0.32098,-0.694588,-0.806282,0.408929,0.89039,0.064084,F
5934,0.105604,0.014957,0.377883,-0.432222,-0.930856,0.220177,0.026501,0.438262,H
5935,0.15498,-0.040001,0.363657,1.200934,0.273364,0.220177,0.364621,-0.185368,A
5936,-0.190648,-0.063555,0.441898,1.289493,-0.889332,0.52218,1.222083,0.594169,E
5937,-0.141273,-0.055704,0.207175,0.246982,-0.141884,0.748682,0.611895,0.40708,F
5938,0.09326,-0.055704,0.068476,0.305076,-0.141884,0.446679,-0.341615,-0.684271,A
5940,0.068573,0.289748,0.107596,1.267115,0.397939,0.257927,1.200415,-0.247731,A
5941,-0.597995,-0.071406,0.352988,0.220844,1.394535,0.106925,-0.326626,0.438262,E
5942,-0.153617,-0.22843,0.488131,0.580183,1.145386,0.333428,0.700274,0.282354,A
5943,0.179667,0.321153,0.242739,0.045844,0.273364,0.635431,0.017415,0.095265,A
5946,0.130292,-0.157769,0.577041,-0.670986,-0.349509,0.484429,-0.137093,-0.060642,C
5948,0.266074,0.415367,0.089814,-0.68501,-0.889332,-0.044076,-0.940153,0.219991,G
5950,-0.486901,-0.03215,0.196506,-0.633748,-0.764757,0.069175,0.292745,0.656532,H
5951,0.117948,0.171981,0.217845,1.738109,-0.141884,0.182426,1.346885,0.18881,A
5955,-0.153617,-0.22843,0.488131,0.580183,1.062336,0.371178,-0.25741,-0.777816,A
5958,-0.252367,-0.401156,0.466793,0.631147,0.480988,-0.119577,0.108318,0.62535,E
5960,-0.38815,0.321153,0.107596,0.886232,2.058932,0.144676,-0.633681,-0.060642,F
5961,-0.314087,-0.040001,0.303198,1.37665,0.107265,0.144676,0.17402,0.781258,X
5964,0.09326,0.2976,-0.013322,0.1091,-0.806282,0.220177,0.879983,0.001721,A
5966,0.192011,0.509582,0.079145,1.072093,0.190314,0.484429,1.118346,0.40708,A
5967,0.340137,-0.29909,0.719297,-0.434818,-1.055431,-0.081827,-1.382785,-0.278912,D
5970,-0.190648,-0.024299,0.367214,2.258633,0.314889,0.031425,0.033918,0.905984,X
5972,-0.215336,0.360409,0.096927,0.286189,0.397939,0.408929,0.080263,0.219991,F
5974,0.15498,-0.448263,0.356544,-0.003837,0.024215,0.295677,-0.369728,0.001721,F
5975,-0.22768,0.289748,0.132491,-0.234783,-0.349509,0.144676,0.009921,0.905984,E
5978,-0.06721,-0.149918,0.32098,0.118589,0.06574,0.371178,-0.668298,-0.278912,A
5980,-0.030178,-0.189174,0.242739,-0.408799,-0.224934,0.295677,-0.526722,-0.247731,F
5982,0.389513,0.556689,0.431229,-1.955514,1.145386,0.182426,-0.070518,0.032902,A
5984,0.080916,0.203385,0.249852,-0.423061,-0.474083,0.55993,0.378231,0.750076,H
5986,0.179667,-0.330495,0.530808,-0.314183,0.14879,0.257927,-0.009612,0.126447,A
5988,-0.00549,-0.071406,0.352988,-0.206676,1.186911,0.748682,-1.291184,0.18881,H
5990,-0.042522,0.10132,0.288973,0.722153,0.647088,-0.119577,-0.224521,-0.216549,A
5991,-0.104241,-0.314793,0.665951,-0.06411,-0.889332,-0.006326,-0.224346,-0.372457,C
5992,-0.00549,-0.322644,0.100483,-0.519439,-0.972381,0.333428,0.058207,0.62535,A
5997,-0.252367,0.281897,0.146717,-0.082938,1.228436,0.220177,-0.661173,-0.310094,E
6001,0.290762,0.109171,-0.112901,0.221262,0.480988,-0.044076,-0.124939,0.219991,A
6003,-0.252367,-0.149918,0.313868,-0.243616,0.937762,0.069175,-0.085797,0.157628,A
6004,0.142636,0.486028,0.025799,0.545422,-0.086518,0.597681,0.358621,0.043296,A
6008,0.09326,-0.385453,0.352988,0.546705,0.024215,0.597681,0.551824,0.438262,A
6010,0.303106,-0.03215,0.367214,-0.350585,-0.474083,0.295677,0.472279,0.064084,A
6012,0.229043,-0.181323,0.23207,-0.893459,-0.307984,0.899684,-0.473523,0.313536,F
6013,0.019197,-0.087108,0.384996,0.794958,-0.183409,0.371178,0.780246,0.531806,A
6014,0.056229,0.187683,-0.031104,-0.958476,0.314889,0.861934,-1.466039,-0.621908,F
6015,-0.079554,0.187683,-0.070224,0.211236,1.062336,-0.195078,-0.926348,-0.341275,A
6016,-0.141273,-0.055704,0.207175,0.246982,-0.224934,-0.34608,0.565259,0.126447,F
6017,0.179667,-0.212727,0.132491,-1.306507,0.14879,0.220177,1.200978,0.812439,A
6018,-0.128929,0.572391,-0.031104,0.319399,-0.972381,0.144676,0.571511,0.531806,G
6021,0.25373,-0.197025,0.260522,0.326888,1.685209,-0.157328,-1.176089,-1.058449,F
6026,0.019197,0.093469,0.473906,1.897295,1.062336,0.295677,0.092553,0.905984,X
6027,0.241386,-0.43256,0.349432,-1.029281,-0.432558,0.257927,-0.555747,-0.403638,F
6029,0.105604,0.014957,0.377883,-0.432222,-0.681707,0.182426,0.012076,0.937165,H
6031,-0.22768,0.446772,0.534365,0.177429,-0.557133,0.55993,1.061479,1.03071,E
6032,-0.042522,0.187683,0.224957,0.290963,0.190314,0.106925,0.267117,0.032902,A
6033,-0.190648,-0.063555,0.441898,1.289493,2.058932,0.220177,-0.472902,0.157628,E
6037,-0.264711,0.156278,0.402778,1.483948,0.107265,0.824183,0.796477,1.280161,X
6038,-0.128929,-0.134216,0.264078,0.430695,1.602159,0.144676,-0.574716,-0.902542,F
6041,0.179667,-0.330495,0.530808,-0.314183,-0.349509,-0.006326,-0.476552,0.001721,A
6042,-0.128929,0.069915,0.313868,0.510511,-0.183409,-0.081827,-0.288727,-0.029461,H
6043,0.303106,0.022808,0.146717,-1.815842,-0.307984,0.484429,-0.789489,-0.278912,A
6044,-0.178304,0.258344,-0.12357,0.228303,0.605563,0.824183,-0.28898,0.313536,F
6045,-0.22768,0.446772,0.534365,0.177429,-0.557133,0.673182,0.367999,0.937165,E
6049,0.080916,0.588093,0.01513,0.00225,-0.391033,0.673182,0.629718,0.157628,F
6051,0.080916,0.438921,0.14316,-0.523288,-0.432558,0.446679,-0.659407,-0.497183,G
6056,0.352481,0.211237,0.306755,-0.946242,0.314889,0.295677,-0.264497,0.095265,A
6057,0.229043,0.242641,0.089814,0.12023,0.024215,0.673182,0.235935,-0.154186,A
6059,0.031541,0.195534,0.246296,0.627208,-0.474083,0.371178,1.08068,0.905984,H
6062,0.130292,-0.071406,0.214288,0.915742,0.896237,0.55993,-0.376873,-0.497183,A
6063,-0.128929,0.022808,0.19295,0.837775,0.647088,0.031425,0.390831,0.219991,A
6064,0.4142,-0.173471,0.392108,-0.130887,-0.141884,0.597681,-0.66793,-0.559546,F
6066,-0.22768,-0.251983,0.449011,-1.268911,1.228436,0.710932,0.346389,0.500624,E
6067,-0.314087,0.540986,-0.041773,0.882562,-0.058835,0.220177,1.001077,0.095265,F
6069,0.130292,-0.024299,0.246296,0.121006,-0.224934,0.069175,0.174311,-0.528364,A
6070,0.229043,-0.181323,0.23207,-0.893459,-0.640182,-0.006326,-0.376738,-0.060642,F
6071,0.080916,0.650903,-0.023991,0.472826,0.231839,0.937434,0.427818,0.219991,A
6072,-0.338774,-0.291239,0.520139,1.054429,0.439463,0.182426,-0.223084,0.62535,E
6073,0.130292,0.007106,0.239183,0.766194,0.522513,0.371178,0.264224,0.032902,A
6074,0.117948,0.124874,0.128935,0.3837,-0.307984,-0.081827,0.455524,-0.403638,A
6079,0.019197,0.038511,0.19295,0.323367,0.647088,-0.044076,-0.786907,-0.341275,F
6083,0.080916,0.203385,0.249852,-0.423061,-0.930856,0.106925,0.687402,0.937165,H
6085,-0.042522,0.540986,0.253409,-0.836378,0.439463,0.484429,0.905107,0.18881,A
6086,-0.128929,-0.511072,0.342319,0.170775,1.643684,0.333428,-0.46298,-0.278912,F
6087,0.080916,0.203385,0.249852,-0.423061,-1.22153,0.333428,0.139945,0.500624,H
6090,-0.128929,0.572391,-0.031104,0.319399,-0.557133,0.52218,-0.531148,-0.403638,G
6092,0.130292,0.007106,0.239183,0.766194,-0.307984,-0.34608,-0.492958,-1.151994,A
6093,-0.030178,-0.063555,0.274747,-0.394925,-0.515608,0.144676,-0.179632,0.064084,F
6094,0.043885,-0.157769,0.328093,0.552225,1.062336,0.295677,0.149711,0.282354,A
6096,-0.202992,0.203385,0.33165,-1.115215,0.854712,0.446679,-0.056208,0.095265,D
6098,0.080916,0.203385,0.310311,0.26951,0.771662,0.55993,-0.401142,0.313536,H
6100,-0.252367,-0.401156,0.466793,0.631147,0.107265,-0.044076,-0.260963,0.874802,E
6101,-0.16596,-0.134216,0.256965,0.387041,-0.01731,0.408929,0.124588,-0.154186,F
6104,0.117948,-0.220579,0.367214,0.914608,0.107265,0.182426,1.475745,0.313536,A
6107,0.105604,-0.251983,0.466793,0.287084,-0.391033,0.899684,-0.067431,-0.060642,A
6108,0.056229,0.007106,0.406334,0.455401,1.145386,0.635431,0.198852,-0.154186,A
6110,-0.079554,-0.291239,0.388552,0.855618,-0.058835,0.069175,0.699031,-0.060642,F
6112,-0.00549,0.478177,0.029355,-0.247644,0.813187,-0.006326,-0.976654,0.157628,A
6113,-0.091897,0.43107,0.047137,-0.048505,-0.266459,-0.006326,-0.661581,0.251173,G
6114,0.192011,-0.369751,0.278304,-0.659618,-0.557133,-0.006326,-0.995138,-0.684271,F
6117,-0.462213,0.352558,0.150273,0.56049,-0.930856,0.069175,1.146731,1.061891,E
6118,-0.215336,0.360409,0.096927,0.286189,-0.474083,-0.081827,0.601877,0.095265,F
6120,-0.091897,-0.142067,0.324537,0.65821,-0.640182,-0.044076,1.153527,0.469443,F
6123,-0.128929,0.211237,0.075589,0.526356,0.522513,0.408929,0.231314,-0.216549,A
6124,0.080916,0.014957,0.064919,0.346104,0.273364,0.673182,-0.271603,-0.060642,A
6125,0.241386,0.23479,0.121822,1.037988,0.937762,0.748682,0.385589,-0.466001,A
6126,-0.38815,0.321153,0.107596,0.886232,0.937762,0.144676,-0.390095,-0.43482,F
6127,-0.32643,-0.079257,0.239183,0.566935,-0.266459,0.031425,0.687751,0.874802,E
6128,0.31545,-0.236281,0.37077,0.812174,0.813187,0.182426,-0.260245,-0.590727,A
6133,0.204355,-0.275537,0.360101,-0.278884,-0.432558,0.220177,-0.454593,-0.310094,A
6134,0.068573,0.007106,0.288973,0.592954,0.231839,0.446679,0.670433,0.781258,H
6135,0.31545,-0.236281,0.37077,0.812174,-0.349509,0.52218,0.924444,0.18881,A
6136,0.438888,0.195534,0.14316,-0.809435,-1.138481,0.220177,-0.390018,0.001721,F
6137,-0.351118,0.014957,0.214288,0.736624,0.231839,0.069175,1.145935,0.344717,E
6139,0.303106,0.352558,0.082701,0.703981,0.522513,0.182426,0.385026,0.064084,F
6140,0.229043,-0.008597,0.175168,0.087408,0.356414,0.710932,-0.063101,0.095265,A
6142,-0.215336,0.10132,0.235627,-0.280585,-0.515608,0.144676,1.045694,0.905984,E
6146,0.25373,0.219088,0.14316,0.720541,-0.10036,0.182426,0.70505,0.282354,A
6147,0.080916,-0.118513,0.445454,-0.188027,0.273364,0.371178,1.353855,0.282354,A
6149,0.364825,-0.149918,0.171611,0.04277,-0.307984,0.899684,-0.351595,-0.87136,F
6153,0.031541,-0.040001,0.175168,-0.107256,-0.847807,-0.232828,-0.457913,-0.123005,F
6155,-0.042522,0.187683,0.224957,0.290963,-0.224934,-0.34608,-0.651659,-0.372457,A
6156,0.364825,-0.149918,0.107596,-1.108143,0.688613,0.748682,0.437681,0.874802,A
6158,-0.215336,0.10132,0.235627,-0.280585,-1.719828,-0.308329,1.008086,-0.154186,E
6159,0.290762,0.077766,0.118265,0.275805,-0.432558,0.257927,0.214481,0.064084,F
6160,-0.264711,-0.448263,0.431229,-1.121421,-0.349509,0.069175,0.817058,0.313536,F
6163,0.080916,0.313302,0.079145,0.588985,0.647088,0.484429,0.554367,0.375899,F
6169,0.043885,-0.157769,0.228514,-0.211361,0.190314,-0.006326,-0.468242,-0.341275,F
6170,0.340137,-0.29909,0.719297,-0.434818,-0.183409,0.257927,-0.514761,0.001721,D
6171,0.377169,0.014957,0.381439,0.292753,-1.719828,0.371178,0.139616,-0.060642,H
6173,0.056229,0.007106,0.406334,0.455401,0.937762,0.295677,0.490238,-0.029461,A
6175,0.15498,-0.471816,0.50947,1.205082,0.273364,0.257927,0.487773,-0.278912,A
6176,0.09326,-0.212727,0.260522,-0.527256,-0.01731,0.220177,-0.002098,0.095265,F
6177,-0.00549,-0.660245,0.345875,-0.270589,1.519109,0.52218,-1.159373,-0.528364,A
6178,0.080916,0.062064,0.203619,0.577021,-0.058835,0.333428,1.295162,1.186617,H
6179,0.105604,0.556689,-0.031104,0.619301,-0.058835,0.106925,0.264884,0.157628,A
6183,0.031541,-0.118513,0.374326,-0.066706,0.522513,-0.119577,0.186989,0.40708,A
6184,-0.030178,0.022808,0.157386,-0.771451,0.854712,0.257927,-1.72473,-0.060642,H
6185,0.006853,0.164129,0.125378,0.58451,-0.183409,0.069175,1.616099,0.656532,A
6188,0.130292,-0.314793,0.417003,1.051058,0.107265,0.069175,0.285872,-0.278912,A
6190,0.031541,0.195534,0.246296,0.627208,0.190314,0.144676,0.523458,0.375899,H
6194,0.117948,0.556689,-0.009765,-0.57261,-0.391033,0.446679,-0.632768,-0.091823,F
6195,0.15498,-0.322644,0.175168,0.126526,0.854712,0.220177,-0.662027,-0.43482,A
6198,0.130292,-0.126364,0.271191,0.816262,0.06574,0.182426,0.924872,0.001721,A
